"lemma_it","UPOS","lemma_parm","lemma_parm_2","lemma_parm_3","lemma_parm_4","lemma_parm_5","lemma_parm_6","lemma_parm_7","lemma_parm_8","lemma_parm_9","LiITA_URI","LiITA_URI_2","LiITA_URI_3","LiITA_URI_4","LiITA_URI_5","LiITA_URI_6","LiITA_URI_7"
"insaccare","VERB","imbudlär","insacär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093275",,,,,,
"insalata","NOUN","insaläta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1001936",,,,,,
"insanguinarsi","VERB","insangonärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1001955",,,,,,
"insaponare","VERB","insavonär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1001959",,,,,,
"insaporire","VERB","inajär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1001966",,,,,,
"insaziabile","ADJ","insasiabil","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1001973",,,,,,
"insegnare","VERB","insgnär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002007",,,,,,
"inselvatichire","VERB","insalvatghir","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002023",,,,,,
"inservibile","ADJ","inservìbbil","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002052",,,,,,
"inserviente","NOUN","insarviént","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093285",,,,,,
"insettivoro","NOUN","magnabégh","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002061",,,,,,
"insetto","NOUN","insètt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002062",,,,,,
"insieme","ADV","ciòp","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093290",,,,,,
"insieme","ADV","insèmma","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093290",,,,,,
"insignificante","ADJ","lòfia","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002077",,,,,,
"insino","ADV","insìnna","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093294",,,,,,
"insinuare","VERB","insinuär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002091",,,,,,
"rendere","VERB","indsevdir","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1027721",,,,,,
"insipido","ADJ","dsèvvod","insìppid","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002099",,,,,,
"insistere","VERB","insìstor","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002103",,,,,,
"insolente","ADJ","rogantén","zmerdapataja","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002127",,,,,,
"insolenza","NOUN","perería","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002131",,,,,,
"insolito","ADJ","insòlit","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002132",,,,,,
"insolvente","ADJ","tachén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002138",,,,,,
"insospettire","VERB","insospetir","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002165",,,,,,
"insospettirsi","VERB","intajärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002166",,,,,,
"insozzato","ADJ","caclént","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/26388",,,,,,
"instradare","VERB","instradär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002201",,,,,,
"insù","ADV","insù","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/49242",,,,,,
"insudiciare","VERB","zbordaciär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002210",,,,,,
"intabarrarsi","VERB","intabarärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002252",,,,,,
"intaccare","VERB","intacär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002256",,,,,,
"intaglio","NOUN","taca","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002263",,,,,,
"intasare","VERB","impomär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002284",,,,,,
"intascare","VERB","imbiscär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002287",,,,,,
"intavolare","VERB","intavlär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002292",,,,,,
"intemperie","NOUN","tempéri","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002355",,,,,,
"intendere","VERB","inténdor","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002360",,,,,,
"intenerire","VERB","zlangorír","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002373",,,,,,
"intenerirsi","VERB","intenerirs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002374",,,,,,
"intenzione","NOUN","intensión","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002395",,,,,,
"interessante","ADJ","interesant","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/26445",,,,,,
"interesse","NOUN","interés","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093336",,,,,,
"interiora","NOUN","destrìggol","entraj","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002522",,,,,,
"interiora","NOUN","magonsén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002522",,,,,,
"intermezzo","NOUN","interméz","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093347",,,,,,
"interminabile","ADJ","finafinorum","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002557",,,,,,
"intervallo","NOUN","fratémp","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093361",,,,,,
"intervenire","VERB","intervgnir","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002692",,,,,,
"intesa","NOUN","tarióch","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057269",,,,,,
"inteso","ADJ","intéz","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/26474",,,,,,
"intestardirsi","VERB","immulärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002712",,,,,,
"intestarsi","VERB","intestärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002714",,,,,,
"intestino","NOUN","intestén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002720",,,,,,
"intiepidire","VERB","intevdir","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002722",,,,,,
"intingolo","NOUN","fricandó","intìngol","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002748",,,,,,
"intirizzito","ADJ","garní","garmí","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/26486",,,,,,
"intonacare","VERB","stablìr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002770",,,,,,
"intoppo","NOUN","intòpp","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002787",,,,,,
"intorno","ADV","dintórna","intórna","intóron","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/49298",,,,,,
"intossicare","VERB","tozgär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002812",,,,,,
"intrappolare","VERB","traplonär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002859",,,,,,
"intravvedere","VERB","travèdder","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002887",,,,,,
"intrigare","VERB","intrigär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002912",,,,,,
"intrigo","NOUN","intrigh","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002914",,,,,,
"intromettersi","VERB","intertuzärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002953",,,,,,
"intromettersi","VERB","braghirär","impiciärs","intartuzärs","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002953",,,,,,
"introversa","NOUN","morgnén’na","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057296",,,,,,
"introverso","ADJ","morgnón","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/26543",,,,,,
"intruglio","NOUN","maridòs","pastrùgn","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002979",,,,,,
"intuire","VERB","deduzir","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1002997",,,,,,
"inutile","ADJ","dizùttil","inùttil","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1003036",,,,,,
"invaghirsi","VERB","invaghirs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1003051",,,,,,
"invaghito","ADJ","ingringolä","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/26563",,,,,,
"invecchiare","VERB","invcir","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1003093",,,,,,
"invece","ADV","invési","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1003095",,,,,,
"inventare","VERB","inventär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1003115",,,,,,
"inventario","NOUN","inventäri","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1003118",,,,,,
"inventore","NOUN","inventôr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1003124",,,,,,
"invenzione","NOUN","invensión","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1003128",,,,,,
"invernale","ADJ","vernìss","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1003145",,,,,,
"inverno","NOUN","invèron","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1003157",,,,,,
"inviare","VERB","inviär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1003196",,,,,,
"invidiare","VERB","invidiär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1003200",,,,,,
"invidioso","ADJ","invidiôz","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1003201",,,,,,
"invisibile","ADJ","invizìbbil","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1003235",,,,,,
"inviso","ADJ","mälvist","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1003239",,,,,,
"invito","NOUN","va là!","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057323",,,,,,
"involto","NOUN","involtén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057326",,,,,,
"involucro","NOUN","quatàja","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093426",,,,,,
"inzuccherare","VERB","insucrär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1003324",,,,,,
"inzuppare","VERB","imbévor","inbibir","insupär","pociär","_","_","_","_","_","http://liita.it/data/id/lemma/1003329",,,,,,
"inzupparsi","VERB","insupärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1003330",,,,,,
"io","PRON","mi","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1003332",,,,,,
"irrancidire","VERB","ransìr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1003812",,,,,,
"irretire","VERB","instriär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1003892",,,,,,
"isolarsi","VERB","izolärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004104",,,,,,
"ispirazione","NOUN","inspirasión","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004189",,,,,,
"istigamento","NOUN","stigamént","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004237",,,,,,
"istigare","VERB","stisär","stigär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004238",,,,,,
"istigazione","NOUN","instigasión","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004241",,,,,,
"istupidire","VERB","incojonir","inlochìr","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004289",,,,,,
"istupidito","ADJ","inozlä","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/26689",,,,,,
"italiano","ADJ","talian","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004321",,,,,,
"itterizia","NOUN","terìssia","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093563",,,,,,
"la","PRON","la","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004642",,,,,,
"la","DET","la","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004641",,,,,,
"là","ADV","là","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004644",,,,,,
"labbra","NOUN","làbor","_","_","_","_","_","_","_","_",,,,,,,
"labbrata","NOUN","labräda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004650",,,,,,
"labbrone","NOUN","labrón","_","_","_","_","_","_","_","_",,,,,,,
"laccio","NOUN","las","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057422",,,,,,
"lacerare","VERB","s’ciancär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004712",,,,,,
"lacrima","NOUN","lägherma","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057423",,,,,,
"ladro","NOUN","cimos","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004753",,,,,,
"ladro","NOUN","lädor","zgranfgnón","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004753",,,,,,
"ladrocinio","NOUN","ladrosìnni","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005274",,,,,,
"ladrone","NOUN","ladrón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004758",,,,,,
"ladroneria","NOUN","ladrarìa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004761",,,,,,
"ladruncolo","NOUN","gratadôr","ladrètt","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004763",,,,,,
"lagna","NOUN","sólfa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004775",,,,,,
"lagnanza","NOUN","lamentéla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004777",,,,,,
"lagnone","NOUN","ràcla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004784",,,,,,
"lambrusco","NOUN","lambrusch","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004856",,,,,,
"lamentarsi","VERB","lamentärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004869",,,,,,
"lamento","NOUN","lament","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004876",,,,,,
"lametta","NOUN","lamètta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093684",,,,,,
"lamiera","NOUN","laméra","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004882",,,,,,
"lampadario","NOUN","lampadäri","luméra","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004897",,,,,,
"lampeggiare","VERB","lampzär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004907",,,,,,
"lampione","NOUN","lampión","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004911",,,,,,
"lancetta","NOUN","raza","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093692",,,,,,
"lanciare","VERB","sfromblär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004949",,,,,,
"languidezza","NOUN","languidèssa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1004981",,,,,,
"lanterne","NOUN","lantèrni","_","_","_","_","_","_","_","_",,,,,,,
"lanternino","NOUN","lanternén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057443",,,,,,
"lapide","NOUN","lapida","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005039",,,,,,
"larga","ADJ","lärga","_","_","_","_","_","_","_","_",,,,,,,
"largo","ADJ","lärgh","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057450",,,,,,
"larva","NOUN","caruga","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005124",,,,,,
"larva","NOUN","càmmola","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005124",,,,,,
"lasagna","NOUN","lazagna","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005135",,,,,,
"lasagnone","NOUN","lazagnón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057454",,,,,,
"lasca","NOUN","molinarètt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005137",,,,,,
"lasciare","VERB","lasär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005142",,,,,,
"lascito","NOUN","làsit","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005150",,,,,,
"lastrone","NOUN","lastrón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057460",,,,,,
"laterizio","NOUN","tavéla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005213",,,,,,
"latino","NOUN","latén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005248",,,,,,
"latrina","NOUN","cagadôr","dugära","latrén’na","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005273",,,,,,
"lattaiolo","NOUN","spernigón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057469",,,,,,
"latte","NOUN","lat","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005296",,,,,,
"lattina","NOUN","scudlòt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005322",,,,,,
"lattonzolo","NOUN","latón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005342",,,,,,
"lattuga","NOUN","latuga","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005348",,,,,,
"lavabo","NOUN","lavabo","lavamàn","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005395",,,,,,
"lavanderia","NOUN","cävamàci","lavandaria","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005424",,,,,,
"lavapiatti","NOUN","lävapiat","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005431",,,,,,
"lavare","VERB","zlavaciär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005433",,,,,,
"lavare","VERB","lavär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005433",,,,,,
"lavarsi","VERB","zgurärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005435",,,,,,
"lavativo","NOUN","lavativ","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005447",,,,,,
"lavatura","NOUN","zmojär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093751",,,,,,
"lavorante","NOUN","lavorant","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057478",,,,,,
"lavorare","VERB","zlavorasär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005464",,,,,,
"lavorare","VERB","travajär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005464",,,,,,
"lavorare","VERB","tramplär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005464",,,,,,
"lavorare","VERB","lavorär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005464",,,,,,
"lavoratore","NOUN","lavoradôr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005469",,,,,,
"lavoretto","NOUN","lavorètt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057481",,,,,,
"lavoro","NOUN","travaj","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005476",,,,,,
"lavoro","NOUN","zgobamént","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005476",,,,,,
"lavoro","NOUN","lavor","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005476",,,,,,
"lavorone","NOUN","lavorón","_","_","_","_","_","_","_","_",,,,,,,
"lazzarone","NOUN","lazarón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093753",,,,,,
"le","DET","il","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005506",,,,,,
"leale","ADJ","leäl","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005519",,,,,,
"leccare","VERB","zbarlecär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005553",,,,,,
"leccarsi","VERB","zbarlecärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005554",,,,,,
"leccio","NOUN","lèss","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005575",,,,,,
"leccornia","NOUN","bombón","lècch","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005578",,,,,,
"legaccio","NOUN","ligaja","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005593",,,,,,
"legalizzare","VERB","legalizär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005604",,,,,,
"legarsi","VERB","grupärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005610",,,,,,
"legge","NOUN","legia","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093766",,,,,,
"leggenda","NOUN","lezènda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005620",,,,,,
"leggendario","ADJ","lezendäri","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005623",,,,,,
"leggere","VERB","lézor","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005625",,,,,,
"legittimo","ADJ","legìttim","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005658",,,,,,
"legna","NOUN","lèggna","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005659",,,,,,
"legnaia","NOUN","algnära","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005661",,,,,,
"legnaiolo","NOUN","legnarôl","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005663",,,,,,
"legname","NOUN","algnàm","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005664",,,,,,
"legnata","NOUN","cavcioläda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005668",,,,,,
"legno","NOUN","piéla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093772",,,,,,
"legno","NOUN","lègn","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093772",,,,,,
"lei da sola","ADJ","daparlè","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1060324",,,,,,
"lei","PRON","lè","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005681",,,,,,
"lendini","NOUN","gèndli","gindón","_","_","_","_","_","_","_",,,,,,,
"lentiggini","NOUN","lintìcci","_","_","_","_","_","_","_","_",,,,,,,
"lentigginoso","ADJ","panôz","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005745",,,,,,
"lento","NOUN","longagnón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005749",,,,,,
"lento","ADJ","lent","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005748",,,,,,
"lenzuolo","NOUN","linsôl","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005757",,,,,,
"leone","NOUN","alión","lión","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005761",,,,,,
"lepre","NOUN","lévra","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005801",,,,,,
"leprotto","NOUN","levrôt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005807",,,,,,
"lercio","ADJ","incriclént","inrudlént","tinzón","zarzgnént","_","_","_","_","_","http://liita.it/data/id/lemma/1005831",,,,,,
"lesina","NOUN","borcàj","lézna","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005846",,,,,,
"lessare","VERB","brovär","lesär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005854",,,,,,
"lesto","ADJ","lést","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005873",,,,,,
"letamaio","NOUN","letamär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005879",,,,,,
"letame","NOUN","letam","rud","sìss","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005882",,,,,,
"lettera","NOUN","lìttra","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005897",,,,,,
"letterina","NOUN","litrén’na","_","_","_","_","_","_","_","_",,,,,,,
"lettino","NOUN","letén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057509",,,,,,
"letto","NOUN","pajäda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093784",,,,,,
"letto","NOUN","ninón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093784",,,,,,
"letto","ADJ","alzú","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/26765",,,,,,
"letto","NOUN","polègg’","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093784",,,,,,
"letto","NOUN","lét","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093784",,,,,,
"lettuccio","NOUN","ninén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057512",,,,,,
"lettura","NOUN","léta","letura","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005921",,,,,,
"levare","VERB","spicolär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005964",,,,,,
"levriere","NOUN","levrér","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1005992",,,,,,
"lezioncina","NOUN","lesionsén’na","_","_","_","_","_","_","_","_",,,,,,,
"lezione","NOUN","lesión","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093794",,,,,,
"lì","ADV","li","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006015",,,,,,
"liberare","VERB","libarär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093800",,,,,,
"liberarsi","VERB","libarärs","zbarasärs","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006061",,,,,,
"libero","ADJ","zgómbor","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093804",,,,,,
"libertà","NOUN","libartä","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006076",,,,,,
"libertinaggio","NOUN","libertinag’","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006083",,,,,,
"libertino","ADJ","libertén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093809",,,,,,
"libidinoso","ADJ","libidinôz","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006097",,,,,,
"libraio","NOUN","librär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006104",,,,,,
"libreria","NOUN","librarìa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006113",,,,,,
"libretto","NOUN","librètt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057529",,,,,,
"libro","NOUN","lìbbor","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093813",,,,,,
"licenza","NOUN","lisensa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093814",,,,,,
"licenziare","VERB","lisensiär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006138",,,,,,
"lievito","NOUN","alvadôr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006185",,,,,,
"limare","VERB","limär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006245",,,,,,
"limatina","NOUN","limadén’na","_","_","_","_","_","_","_","_",,,,,,,
"limatura","NOUN","limadura","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006250",,,,,,
"limite","NOUN","lìmmit","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006275",,,,,,
"limone","NOUN","limón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006304",,,,,,
